Output from MATLAB Chinchilla Program
Version 22; All tests for AM cohort 2 (AEH 20 May 2014)

Date: 2020/07/16
Time: 14:37
Chinchilla ID: H4
Weight: 500
%FFW: 100.00 %

14:38:06 Trial: 1; Stim: 1; CMR2_REF_No30_std 500 CMR2_REF_No30_T70_sig 6 Ht 6443 A1: 10.0 A2: 10.0
14:38:15 Trial: 1; Stim: 2; CMR2_REF_No30_std 500 CMR2_REF_No30_T58_sig 7 Ht 7398 A1: 10.0 A2: 10.0
14:38:47 Trial: 1; Stim: 3; CMR2_REF_No30_std 500 CMR2_REF_No30_std 9 CR 14355 A1: 10.0 A2: 10.0
14:38:59 Trial: 1; Stim: 4; CMR2_REF_No30_std 500 CMR2_REF_No30_T66_sig 9 Ht 9475 A1: 10.0 A2: 10.0
14:39:06 Trial: 1; Stim: 5; CMR2_REF_No30_std 500 CMR2_REF_No30_T66_sig 6 Ht 6427 A1: 10.0 A2: 10.0
14:39:11 Trial: 1; Stim: 6; CMR2_REF_No30_std 500 CMR2_REF_No30_T38_sig 3 Ht 3829 A1: 10.0 A2: 10.0
14:39:19 Trial: 1; Stim: 7; CMR2_REF_No30_std 500 CMR2_REF_No30_std 3 CR 7592 A1: 10.0 A2: 10.0
14:39:28 Trial: 1; Stim: 8; CMR2_REF_No30_std 500 CMR2_REF_No30_std 4 CR 8556 A1: 10.0 A2: 10.0
14:40:49 Trial: 1; Stim: 9; CMR2_REF_No30_std 500 CMR2_REF_No30_T38_sig 8 Ht 8843 A1: 10.0 A2: 10.0
14:40:54 Trial: 1; Stim: 10; CMR2_REF_No30_std 500 CMR2_REF_No30_T70_sig 4 Ht 4324 A1: 10.0 A2: 10.0
14:41:03 Trial: 1; Stim: 11; CMR2_REF_No30_std 500 CMR2_REF_No30_T50_sig 8 Ht 8500 A1: 10.0 A2: 10.0
14:41:07 Trial: 1; Stim: 12; CMR2_REF_No30_std 500 CMR2_REF_No30_T30_sig 3 Ht 3619 A1: 10.0 A2: 10.0
14:41:18 Trial: 1; Stim: 13; CMR2_REF_No30_std 500 CMR2_REF_No30_T30_sig 9 Ht 9759 A1: 10.0 A2: 10.0
14:41:23 Trial: 1; Stim: 14; CMR2_REF_No30_std 500 CMR2_REF_No30_T42_sig 4 Ht 4466 A1: 10.0 A2: 10.0
14:41:27 Trial: 1; Stim: 15; CMR2_REF_No30_std 500 CMR2_REF_No30_T66_sig 3 Ht 3875 A1: 10.0 A2: 10.0
14:41:32 Trial: 1; Stim: 16; CMR2_REF_No30_std 500 CMR2_REF_No30_T62_sig 4 Ht 4616 A1: 10.0 A2: 10.0
14:41:39 Trial: 1; Stim: 17; CMR2_REF_No30_std 500 CMR2_REF_No30_T34_sig 6 Ht 6542 A1: 10.0 A2: 10.0
14:41:45 Trial: 1; Stim: 18; CMR2_REF_No30_std 500 CMR2_REF_No30_T54_sig 5 Ht 5472 A1: 10.0 A2: 10.0
14:41:59 Trial: 1; Stim: 19; CMR2_REF_No30_std 500 CMR2_REF_No30_std 4 CR 13087 A1: 10.0 A2: 10.0
14:42:19 Trial: 1; Stim: 20; CMR2_REF_No30_std 500 CMR2_REF_No30_std 8 CR 12388 A1: 10.0 A2: 10.0
14:42:28 Trial: 1; Stim: 21; CMR2_REF_No30_std 500 CMR2_REF_No30_T58_sig 6 Ht 6560 A1: 10.0 A2: 10.0
14:42:36 Trial: 1; Stim: 22; CMR2_REF_No30_std 500 CMR2_REF_No30_T50_sig 6 Ht 6571 A1: 10.0 A2: 10.0
14:42:49 Trial: 1; Stim: 23; CMR2_REF_No30_std 500 CMR2_REF_No30_std 9 CR 13369 A1: 10.0 A2: 10.0
14:43:02 Trial: 1; Stim: 24; CMR2_REF_No30_std 500 CMR2_REF_No30_T50_sig 4 Ht 4705 A1: 10.0 A2: 10.0
14:43:11 Trial: 1; Stim: 25; CMR2_REF_No30_std 500 CMR2_REF_No30_T38_sig 8 Ht 8801 A1: 10.0 A2: 10.0
14:43:24 Trial: 1; Stim: 26; CMR2_REF_No30_std 500 CMR2_REF_No30_std 8 CR 12357 A1: 10.0 A2: 10.0
14:43:30 Trial: 1; Stim: 27; CMR2_REF_No30_std 500 CMR2_REF_No30_T34_sig 5 Ht 5633 A1: 10.0 A2: 10.0
14:43:37 Trial: 1; Stim: 28; CMR2_REF_No30_std 500 CMR2_REF_No30_T46_sig 6 Ht 6796 A1: 10.0 A2: 10.0
14:43:42 Trial: 1; Stim: 29; CMR2_REF_No30_std 500 CMR2_REF_No30_T42_sig 2 Ht 4495 A1: 10.0 A2: 10.0
