Output from MATLAB Chinchilla Program
Version 22; All tests for AM cohort 2 (AEH 20 May 2014)

Date: 2020/07/16
Time: 00:31
Chinchilla ID: H1
Weight: 65000
%FFW: 13000.00 %

00:32:26 Trial: 1; Stim: 1; CMR2_REF_No30_std 500 CMR2_REF_No30_std 7 CR 12828 A1: 10.0 A2: 10.0
00:32:40 Trial: 1; Stim: 2; CMR2_REF_No30_std 500 CMR2_REF_No30_std 7 CR 12523 A1: 10.0 A2: 10.0
00:32:46 Trial: 1; Stim: 3; CMR2_REF_No30_std 500 CMR2_REF_No30_T54_sig 4 Ht 5281 A1: 10.0 A2: 10.0
00:32:55 Trial: 1; Stim: 4; CMR2_REF_No30_std 500 CMR2_REF_No30_T58_sig 6 Ht 7221 A1: 10.0 A2: 10.0
00:33:10 Trial: 1; Stim: 5; CMR2_REF_No30_std 500 CMR2_REF_No30_std 6 CR 11541 A1: 10.0 A2: 10.0
00:33:20 Trial: 1; Stim: 6; CMR2_REF_No30_std 500 CMR2_REF_No30_std 3 CR 9309 A1: 10.0 A2: 10.0
00:33:23 Trial: 1; Stim: 7; CMR2_REF_No30_std 500 CMR2_REF_No30_std 6 Ab 2003 A1: 10.0 A2: 10.0
00:33:37 Trial: 1; Stim: 7; CMR2_REF_No30_std 500 CMR2_REF_No30_std 6 CR 12367 A1: 10.0 A2: 10.0
00:33:51 Trial: 1; Stim: 8; CMR2_REF_No30_std 500 CMR2_REF_No30_std 7 CR 12810 A1: 10.0 A2: 10.0
00:34:03 Trial: 1; Stim: 9; CMR2_REF_No30_std 500 CMR2_REF_No30_std 5 CR 11141 A1: 10.0 A2: 10.0
00:34:14 Trial: 1; Stim: 10; CMR2_REF_No30_std 500 CMR2_REF_No30_T46_sig 8 Ht 9436 A1: 10.0 A2: 10.0
00:34:25 Trial: 1; Stim: 11; CMR2_REF_No30_std 500 CMR2_REF_No30_T34_sig 7 Ht 8590 A1: 10.0 A2: 10.0
00:34:32 Trial: 1; Stim: 12; CMR2_REF_No30_std 500 CMR2_REF_No30_T42_sig 4 Ht 5344 A1: 10.0 A2: 10.0
00:34:52 Trial: 1; Stim: 13; CMR2_REF_No30_std 500 CMR2_REF_No30_std 5 CR 17017 A1: 10.0 A2: 10.0
00:35:09 Trial: 1; Stim: 14; CMR2_REF_No30_std 500 CMR2_REF_No30_std 5 CR 10732 A1: 10.0 A2: 10.0
00:35:19 Trial: 1; Stim: 15; CMR2_REF_No30_std 500 CMR2_REF_No30_T62_sig 8 Ht 9304 A1: 10.0 A2: 10.0
00:35:33 Trial: 1; Stim: 16; CMR2_REF_No30_std 500 CMR2_REF_No30_std 7 CR 12356 A1: 10.0 A2: 10.0
00:35:45 Trial: 1; Stim: 17; CMR2_REF_No30_std 500 CMR2_REF_No30_std 5 CR 10258 A1: 10.0 A2: 10.0
00:35:54 Trial: 1; Stim: 18; CMR2_REF_No30_std 500 CMR2_REF_No30_T50_sig 7 Ht 8505 A1: 10.0 A2: 10.0
00:37:16 Trial: 1; Stim: 19; CMR2_REF_No30_std 500 CMR2_REF_No30_std 9 CR 14410 A1: 10.0 A2: 10.0
00:37:31 Trial: 1; Stim: 20; CMR2_REF_No30_std 500 CMR2_REF_No30_std 8 CR 13364 A1: 10.0 A2: 10.0
00:37:45 Trial: 1; Stim: 21; CMR2_REF_No30_std 500 CMR2_REF_No30_std 7 CR 12185 A1: 10.0 A2: 10.0
00:37:49 Trial: 1; Stim: 22; CMR2_REF_No30_std 500 CMR2_REF_No30_T30_sig 2 Ht 3568 A1: 10.0 A2: 10.0
00:37:58 Trial: 1; Stim: 23; CMR2_REF_No30_std 500 CMR2_REF_No30_T62_sig 5 Ht 6193 A1: 10.0 A2: 10.0
00:38:07 Trial: 1; Stim: 24; CMR2_REF_No30_std 500 CMR2_REF_No30_T54_sig 6 Ht 7390 A1: 10.0 A2: 10.0
00:38:15 Trial: 1; Stim: 25; CMR2_REF_No30_std 500 CMR2_REF_No30_T34_sig 5 Ht 6610 A1: 10.0 A2: 10.0
00:38:20 Trial: 1; Stim: 26; CMR2_REF_No30_std 500 CMR2_REF_No30_T58_sig 2 Ht 3583 A1: 10.0 A2: 10.0
00:38:25 Trial: 1; Stim: 27; CMR2_REF_No30_std 500 CMR2_REF_No30_T38_sig 3 Ht 4582 A1: 10.0 A2: 10.0
00:38:39 Trial: 1; Stim: 28; CMR2_REF_No30_std 500 CMR2_REF_No30_std 8 CR 12899 A1: 10.0 A2: 10.0
00:38:43 Trial: 1; Stim: 29; CMR2_REF_No30_std 500 CMR2_REF_No30_T62_sig 2 Ht 3393 A1: 10.0 A2: 10.0
00:38:54 Trial: 1; Stim: 30; CMR2_REF_No30_std 500 CMR2_REF_No30_T34_sig 8 Ht 9346 A1: 10.0 A2: 10.0
00:39:02 Trial: 1; Stim: 31; CMR2_REF_No30_std 500 CMR2_REF_No30_std 2 CR 6728 A1: 10.0 A2: 10.0
00:39:15 Trial: 1; Stim: 32; CMR2_REF_No30_std 500 CMR2_REF_No30_std 7 CR 12616 A1: 10.0 A2: 10.0
